Student_ID,Age,Gender,School_Type,Study_Hours_Per_Week,Attendance_Rate,Previous_Grade,Parental_Education,Family_Income,Extracurricular_Activities,Absences,Has_Tutor,Sleep_Hours,Internet_Access,Final_Grade
3548,17,Male,Private,22.9,98.2,79.9,Bachelor,Medium,1,7,0,8.4,0,97.2
3549,18,Male,Private,11.4,75.8,77.4,High School,Medium,2,7,1,8.2,1,73.4
3550,19,Male,Private,16.2,99.1,81.6,Bachelor,High,3,10,0,7.3,1,96.3
3551,16,Female,Public,18.0,98.9,84.5,Bachelor,Low,0,10,0,8.0,0,95.1
3552,16,Male,Private,22.6,96.5,93.0,Master,Medium,0,8,0,7.7,1,100.0
3553,19,Male,Public,14.2,95.9,65.7,High School,Low,1,9,1,5.8,1,80.2
3554,16,Male,Public,12.3,79.5,82.6,Bachelor,High,4,3,1,7.4,0,82.3
3555,17,Female,Public,15.9,86.8,84.0,PhD,Medium,4,5,1,6.8,1,91.1
3556,19,Male,Public,21.4,90.2,71.3,Bachelor,Medium,4,9,0,5.7,0,89.7
3557,18,Male,Private,14.1,84.4,76.5,PhD,Medium,4,15,0,6.1,1,81.1
3558,19,Female,Public,10.2,99.9,71.6,Bachelor,Medium,3,8,0,5.0,1,75.2
3559,17,Male,Public,7.3,92.5,100.0,PhD,Medium,5,7,0,4.9,1,90.0
3560,17,Female,Public,8.9,99.2,76.3,Bachelor,High,5,9,1,6.3,1,72.1
3561,19,Female,Public,19.3,98.0,80.4,High School,Medium,0,6,0,8.3,1,100.0
3562,19,Male,Public,13.4,87.5,71.8,Master,High,5,8,0,5.5,1,82.8
3563,16,Male,Public,12.0,97.4,69.2,Master,Medium,5,12,0,5.6,1,78.8
3564,17,Female,Public,11.4,79.8,59.4,Bachelor,Medium,2,4,0,9.3,1,79.0
3565,19,Male,Public,15.4,95.1,88.2,Bachelor,Low,5,8,0,5.9,1,85.6
3566,19,Male,Public,13.8,75.1,84.2,PhD,Low,5,13,0,7.0,1,72.4
3567,17,Male,Private,13.6,100.0,71.4,High School,High,5,7,0,7.6,1,87.3
3568,19,Female,Public,21.7,97.4,64.2,Bachelor,Medium,3,9,1,6.8,0,92.5
3569,16,Male,Private,22.7,99.6,77.2,High School,Medium,4,7,0,6.9,1,100.0
3570,17,Female,Private,6.9,98.6,69.0,High School,Medium,2,2,1,6.0,0,72.3
3571,16,Female,Private,16.6,97.2,72.3,Bachelor,Low,2,10,0,6.2,1,92.6
3572,16,Male,Public,11.1,89.2,59.8,Master,Medium,5,8,0,7.4,0,81.7
3573,16,Male,Public,13.8,81.1,77.6,Master,Medium,5,8,0,5.6,1,86.4
3574,16,Female,Private,16.5,90.9,77.8,PhD,High,4,7,0,8.7,1,100.0
3575,17,Male,Public,13.9,96.3,88.1,High School,Medium,2,18,0,4.9,0,85.0
3576,16,Female,Public,16.2,95.9,73.2,Bachelor,High,3,9,0,7.3,1,95.2
3577,16,Male,Public,18.4,76.3,71.0,High School,Medium,1,11,0,5.7,1,79.7
3578,19,Male,Public,16.5,83.3,56.3,High School,Low,3,5,0,7.6,1,74.7
3579,17,Male,Private,11.8,99.7,88.2,High School,High,3,8,1,5.8,1,90.2
3580,17,Male,Public,11.9,98.9,85.7,High School,Low,1,12,1,7.7,1,100.0
3581,18,Male,Public,7.8,93.6,75.3,Bachelor,Medium,4,15,0,8.0,1,74.9
3582,17,Female,Public,10.7,68.7,59.0,High School,Low,4,4,1,8.1,1,81.8
3583,17,Male,Public,24.8,83.4,60.4,Bachelor,Medium,1,9,0,6.4,1,82.9
3584,18,Male,Public,11.0,86.0,68.4,PhD,Medium,5,7,0,8.8,1,63.8
3585,17,Male,Public,9.0,75.6,86.6,Master,Medium,3,6,1,7.1,0,78.6
3586,17,Female,Public,16.6,79.5,78.5,Master,High,0,6,0,7.0,1,85.7
3587,17,Male,Public,14.4,98.7,57.1,Master,Medium,2,8,1,7.7,0,92.5
3588,17,Female,Private,14.0,99.8,79.9,Bachelor,Medium,2,11,0,5.0,1,81.2
3589,18,Male,Public,22.0,89.1,64.9,Master,Medium,2,7,0,6.7,1,100.0
3590,17,Male,Public,17.7,85.1,68.7,Master,High,0,4,1,7.4,1,95.0
3591,17,Male,Public,12.4,94.9,86.7,High School,Low,3,8,0,6.3,0,82.9
3592,18,Female,Public,12.9,97.2,84.2,Master,Low,4,10,0,7.0,1,88.2
3593,19,Male,Private,12.5,97.7,88.1,Bachelor,Low,5,5,0,9.0,1,83.1
3594,16,Male,Private,19.4,87.3,74.7,High School,Medium,1,9,0,6.0,1,86.7
3595,19,Male,Public,13.5,91.3,85.6,Bachelor,Medium,2,14,0,8.0,1,87.2
3596,18,Female,Public,6.0,91.3,68.0,Bachelor,Medium,5,12,0,6.2,1,68.6
3597,16,Male,Public,14.8,95.8,71.9,Bachelor,Medium,0,7,0,7.1,1,81.9
3598,18,Male,Public,7.3,97.4,71.1,High School,Medium,5,7,0,7.6,1,77.9
3599,18,Male,Public,25.9,78.2,75.3,Bachelor,Medium,1,12,1,8.0,1,92.8
3600,17,Male,Private,10.2,98.1,59.6,Bachelor,Medium,3,6,0,7.4,1,82.4
3601,16,Female,Public,14.2,99.5,72.3,PhD,Low,0,5,0,7.9,1,85.7
3602,17,Female,Private,16.3,96.3,92.4,Master,Medium,5,11,0,6.8,1,100.0
3603,16,Male,Public,13.6,90.6,61.9,Master,Medium,0,11,0,6.5,1,84.5
3604,18,Male,Public,13.5,97.8,59.0,High School,High,1,6,1,8.2,1,86.5
3605,18,Male,Public,17.1,99.4,60.0,Bachelor,Medium,1,9,0,4.8,1,86.1
3606,19,Male,Public,22.6,99.2,100.0,Bachelor,Low,2,7,1,6.5,1,100.0
3607,16,Male,Public,18.8,87.3,80.6,Bachelor,Low,3,7,1,6.7,1,98.9
3608,17,Female,Public,22.4,91.5,71.8,High School,Medium,1,9,1,7.2,1,96.1
3609,19,Female,Public,9.8,88.5,75.8,Bachelor,Medium,2,6,0,8.1,1,88.5
3610,19,Female,Public,16.6,93.6,77.7,Bachelor,Low,5,10,0,7.2,1,90.1
3611,19,Female,Public,15.8,80.6,67.3,Bachelor,Low,2,7,0,6.7,1,91.3
3612,17,Female,Public,16.8,93.0,68.8,High School,Low,1,9,0,8.0,1,78.3
3613,19,Female,Public,21.9,95.3,73.1,Bachelor,Medium,0,7,0,7.3,0,91.1
3614,17,Male,Public,13.9,78.1,66.3,Master,Medium,5,9,1,7.2,1,73.5
3615,19,Female,Public,13.0,96.4,70.2,Bachelor,Medium,0,11,0,8.9,1,93.4
3616,17,Male,Public,17.7,93.7,79.2,Master,High,0,10,1,8.2,1,100.0
3617,18,Male,Public,6.1,92.3,63.0,Bachelor,Low,2,9,0,10.2,1,60.9
3618,18,Female,Public,13.8,73.7,100.0,Master,Low,0,14,0,4.7,1,78.0
3619,18,Male,Private,14.3,92.6,84.0,High School,Medium,3,10,0,8.6,1,81.7
3620,18,Male,Public,10.4,99.0,59.8,High School,Medium,0,8,0,8.8,0,85.1
3621,18,Female,Public,20.3,80.0,45.3,Bachelor,Medium,5,7,0,6.2,1,86.6
3622,19,Male,Private,9.7,88.4,66.7,PhD,Medium,5,3,0,6.9,1,68.9
3623,19,Male,Public,14.3,89.0,83.2,Bachelor,Low,0,3,0,7.1,1,70.2
3624,19,Female,Public,16.5,84.6,80.9,Bachelor,Medium,2,3,0,6.5,1,71.0
3625,17,Female,Private,21.8,78.3,73.7,High School,Medium,5,6,0,6.6,1,100.0
3626,17,Female,Public,14.9,88.6,67.8,Bachelor,Low,4,12,0,11.0,1,99.1
3627,17,Male,Private,19.7,96.7,64.2,Bachelor,Low,3,2,0,7.0,1,100.0
3628,17,Male,Public,18.5,97.3,70.2,Master,Medium,2,9,0,7.7,1,89.7
3629,18,Female,Public,15.6,96.5,62.9,Bachelor,Low,3,8,1,7.4,1,71.3
3630,18,Female,Private,9.6,86.7,70.2,Bachelor,Medium,3,6,0,7.1,0,77.9
3631,18,Male,Public,7.8,94.4,91.0,High School,Medium,0,8,1,5.7,1,79.4
3632,16,Male,Public,15.5,99.2,65.7,High School,Low,3,3,1,8.2,1,100.0
3633,19,Male,Public,12.3,85.9,82.3,Bachelor,High,0,8,0,6.9,1,87.9
3634,17,Female,Public,19.6,84.5,84.2,Bachelor,Medium,3,9,1,5.1,1,96.8
3635,17,Male,Public,18.7,95.8,62.0,Bachelor,Low,5,9,0,7.2,1,83.3
3636,18,Female,Public,14.1,88.7,64.9,Master,Medium,4,2,0,7.4,1,90.3
3637,17,Male,Public,9.2,96.1,87.8,High School,Medium,3,9,0,8.4,0,79.2
3638,17,Female,Public,17.6,99.6,63.9,Bachelor,Low,1,8,0,5.4,1,71.5
3639,19,Female,Public,9.9,91.5,74.3,Master,Low,0,13,0,6.9,1,77.3
3640,18,Female,Public,11.2,85.3,99.5,Bachelor,Medium,4,8,0,6.2,1,94.7
3641,19,Male,Public,10.1,93.5,86.8,Bachelor,Medium,0,3,1,6.0,1,98.7
3642,16,Female,Private,14.3,97.5,76.0,Bachelor,Medium,4,9,0,7.3,0,73.3
3643,16,Female,Public,20.9,83.7,85.1,Bachelor,Low,0,10,1,6.5,1,100.0
3644,16,Male,Public,15.0,62.9,74.3,High School,High,1,11,1,7.6,1,84.5
3645,18,Female,Private,12.8,97.5,87.2,High School,Medium,5,10,0,5.9,1,91.9
3646,17,Female,Private,7.4,94.0,50.4,High School,Medium,1,12,0,6.8,1,52.3
3647,18,Female,Public,17.8,99.0,73.3,Master,Medium,4,6,0,7.3,1,87.4
3648,18,Female,Private,11.1,96.8,50.0,High School,Medium,2,6,0,7.5,1,76.2
3649,17,Male,Public,15.6,78.1,76.9,PhD,High,0,7,1,7.2,1,89.2
3650,19,Male,Private,13.2,79.0,72.2,Master,Low,2,6,0,6.9,1,77.4
3651,16,Male,Public,19.2,92.9,91.3,Bachelor,Medium,3,7,0,6.3,1,93.8
3652,19,Female,Public,14.2,91.9,83.5,Master,Medium,1,6,0,8.9,1,91.0
3653,16,Female,Public,14.7,72.3,68.7,High School,High,0,7,0,7.3,1,78.7
3654,18,Female,Private,17.4,97.3,70.1,Bachelor,Medium,1,10,0,5.6,1,75.9
3655,16,Male,Public,25.5,93.3,79.6,PhD,Medium,3,7,0,4.6,1,93.6
3656,18,Male,Public,19.4,98.1,68.1,High School,High,5,12,0,8.4,1,97.7
3657,19,Female,Public,14.6,95.9,74.6,High School,High,4,11,0,5.5,1,80.7
3658,18,Male,Private,15.0,84.2,90.8,High School,Low,0,9,0,7.2,1,94.1
3659,19,Male,Private,12.4,82.9,65.1,Bachelor,Low,0,10,1,5.6,1,76.0
3660,17,Female,Public,10.3,89.9,69.6,High School,Medium,0,11,0,7.2,1,71.0
3661,17,Male,Public,12.2,93.8,71.3,Bachelor,High,4,6,0,7.4,1,88.6
3662,17,Male,Public,11.1,90.5,100.0,Master,Medium,1,6,0,8.0,1,95.9
3663,18,Male,Public,18.3,89.1,82.3,High School,Low,4,4,1,6.9,1,96.1
3664,17,Male,Private,9.6,97.6,88.6,Master,Medium,5,3,0,6.9,1,89.4
3665,16,Female,Public,21.7,90.9,84.2,High School,Low,1,18,0,5.7,1,100.0
3666,19,Male,Public,18.8,99.7,85.0,High School,Medium,5,4,1,6.7,1,95.9
3667,19,Male,Public,15.1,93.1,80.7,High School,Medium,0,5,0,7.0,1,89.0
3668,16,Male,Public,15.0,94.0,79.4,Master,Medium,4,2,0,7.0,1,90.2
3669,18,Female,Public,12.2,99.8,57.6,Master,High,5,6,0,6.8,1,78.8
3670,18,Male,Public,16.4,77.6,79.3,High School,Medium,3,10,0,5.7,1,97.3
3671,19,Female,Public,20.4,89.1,73.7,High School,Low,4,11,0,5.4,1,94.0
3672,17,Male,Public,11.5,84.0,81.5,Master,Medium,1,6,0,8.8,1,89.5
3673,18,Male,Public,7.3,98.2,74.1,Bachelor,Medium,0,7,0,7.7,1,67.0
3674,18,Male,Public,18.5,94.0,84.2,High School,Medium,1,9,0,9.8,1,100.0
3675,16,Female,Public,16.6,73.6,86.3,Bachelor,Medium,2,13,0,7.5,1,78.8
3676,16,Female,Private,9.4,99.8,40.1,Master,Medium,0,7,0,7.8,1,61.3
3677,17,Male,Public,11.3,89.4,69.8,High School,High,3,10,0,5.9,0,70.5
3678,18,Female,Public,10.7,94.8,52.7,High School,Medium,3,10,0,8.8,1,71.1
3679,18,Female,Public,11.4,84.9,77.9,High School,High,2,11,0,4.8,1,67.7
3680,16,Male,Public,13.4,98.4,71.4,Bachelor,Low,1,8,1,7.8,1,75.9
3681,18,Female,Public,13.7,94.6,91.3,High School,Medium,3,6,0,7.1,1,99.6
3682,19,Male,Public,11.7,97.5,77.5,Master,Low,1,10,0,8.8,1,81.5
3683,16,Female,Public,11.2,97.2,69.2,Master,Low,0,7,0,6.8,1,60.6
3684,17,Female,Public,13.9,97.8,86.3,Bachelor,Medium,4,6,1,7.0,1,91.7
3685,16,Female,Public,15.8,98.1,71.2,High School,Low,0,4,0,4.7,1,84.8
3686,18,Female,Private,13.4,86.3,69.0,PhD,Low,1,6,0,4.7,1,61.7
3687,17,Male,Private,20.8,97.3,79.7,Bachelor,Low,5,6,0,7.4,1,100.0
3688,16,Female,Public,17.5,95.2,94.4,Bachelor,Medium,2,4,0,8.4,1,100.0
3689,19,Male,Public,7.0,96.3,85.2,PhD,Low,5,9,1,7.3,1,76.7
3690,19,Male,Public,17.6,99.3,81.8,Master,Medium,0,3,0,6.8,0,95.0
3691,16,Female,Public,18.0,84.2,100.0,Bachelor,Medium,3,6,0,7.4,1,100.0
3692,19,Female,Public,12.8,84.1,66.2,Bachelor,Medium,0,2,0,7.2,1,77.5
3693,19,Female,Private,7.5,99.3,65.9,High School,Low,0,5,0,7.8,1,69.1
3694,19,Male,Public,15.0,86.6,76.7,PhD,Medium,0,10,0,5.8,1,75.7
3695,17,Female,Private,15.0,85.6,93.2,Master,Medium,2,13,1,7.3,1,100.0
3696,19,Female,Public,9.4,85.7,63.7,Bachelor,Medium,1,12,0,5.8,1,66.6
3697,19,Male,Private,7.7,96.1,96.1,Master,Medium,2,13,0,8.3,1,84.0
3698,19,Male,Public,14.6,80.0,57.7,Master,Low,3,6,0,5.7,1,79.4
3699,17,Male,Public,13.8,87.1,73.5,High School,Medium,1,11,0,6.7,0,85.6
3700,16,Male,Public,12.9,93.5,77.1,Bachelor,Low,3,10,0,7.7,1,73.3
3701,18,Female,Public,14.6,97.2,64.4,High School,Medium,1,8,0,5.4,1,79.5
3702,19,Female,Public,9.5,99.6,67.5,Master,Low,1,8,0,6.0,1,69.3
3703,16,Female,Public,12.8,96.2,84.6,High School,High,5,9,1,9.7,1,100.0
3704,19,Female,Public,17.7,79.3,92.3,Bachelor,Medium,0,9,0,8.1,1,86.3
3705,17,Male,Public,13.3,93.6,49.6,Bachelor,High,0,6,0,7.4,1,79.6
3706,16,Female,Private,6.6,86.8,77.2,High School,High,2,12,0,7.8,0,58.0
3707,17,Male,Public,12.6,87.5,73.6,High School,High,1,2,1,5.0,1,86.0
3708,19,Female,Public,9.6,98.2,76.3,Bachelor,Low,3,7,0,7.8,1,86.3
3709,19,Male,Public,16.3,92.8,71.2,High School,Medium,0,10,0,9.3,1,83.0
3710,17,Female,Private,16.6,99.7,59.5,Bachelor,Medium,5,7,0,6.4,1,88.4
3711,18,Male,Public,6.7,86.1,93.5,Bachelor,Medium,3,10,1,9.2,1,87.0
3712,17,Male,Public,18.8,98.1,88.9,Bachelor,Medium,5,6,0,6.4,1,78.8
3713,19,Female,Public,9.4,99.6,73.8,Bachelor,Low,0,10,1,7.1,1,85.2
3714,17,Male,Private,22.8,98.1,69.1,Bachelor,Medium,1,5,1,5.4,1,90.8
3715,18,Female,Private,14.8,99.3,67.7,High School,High,3,7,0,7.5,1,91.6
3716,17,Male,Public,8.8,97.5,44.0,Bachelor,Medium,2,9,0,7.2,1,75.1
3717,18,Female,Public,9.3,85.2,79.2,Bachelor,Medium,2,7,0,6.7,1,72.8
3718,18,Male,Public,16.7,98.7,84.4,Master,High,2,3,1,6.0,1,86.8
3719,17,Male,Public,13.0,82.9,76.7,High School,Medium,0,5,1,7.3,1,86.1
3720,17,Male,Public,14.5,97.4,74.0,Bachelor,High,0,7,0,6.2,0,89.2
3721,16,Male,Public,23.1,83.2,76.6,High School,High,2,7,0,8.3,1,93.7
3722,19,Male,Private,11.5,98.4,64.8,High School,Medium,3,9,1,7.3,1,86.1
3723,18,Male,Public,15.3,82.4,69.0,Bachelor,Medium,0,9,0,6.4,1,87.0
3724,16,Male,Public,22.1,92.6,73.0,High School,Medium,2,4,0,8.2,1,100.0
3725,17,Male,Public,16.4,94.2,83.4,Bachelor,Medium,0,9,0,6.5,1,92.7
3726,19,Female,Public,7.0,82.6,91.5,PhD,Low,4,10,0,8.2,1,66.1
3727,16,Female,Private,17.5,94.7,72.3,High School,Medium,3,6,0,7.1,1,86.0
3728,18,Male,Public,9.2,84.4,62.5,Bachelor,Low,1,5,0,4.7,1,63.4
3729,16,Female,Public,22.0,97.3,75.4,PhD,Medium,3,11,1,7.7,1,100.0
3730,18,Female,Public,10.9,99.0,99.1,High School,Medium,1,8,0,6.9,1,69.1
3731,17,Male,Public,29.8,93.2,63.5,Bachelor,Low,2,10,0,7.7,1,97.8
3732,19,Female,Private,22.3,94.4,85.6,High School,High,0,8,0,7.3,1,99.7
3733,19,Male,Public,11.0,94.0,91.0,Bachelor,Medium,2,10,1,7.3,1,94.8
3734,19,Male,Private,15.1,99.1,70.7,Bachelor,Medium,5,7,0,7.1,1,100.0
3735,17,Male,Public,18.8,84.3,66.6,Bachelor,Low,1,8,0,10.5,1,97.8
3736,18,Female,Private,18.9,89.1,81.9,Bachelor,Medium,4,5,0,7.6,1,86.2
3737,17,Female,Public,17.2,89.2,79.2,Master,Low,1,5,0,4.9,1,78.5
3738,19,Male,Private,21.3,95.0,83.3,High School,Low,0,7,0,5.2,0,89.2
3739,17,Male,Public,14.4,97.4,99.9,PhD,Low,4,9,0,7.5,1,92.9
3740,17,Female,Public,13.2,89.2,77.0,High School,Low,0,7,1,6.3,1,87.8
3741,17,Male,Public,13.3,86.2,60.7,High School,Medium,4,10,0,8.3,1,70.4
3742,18,Male,Public,19.3,88.5,75.8,PhD,Medium,0,6,0,7.4,1,90.0
3743,16,Female,Public,16.8,89.7,77.9,Master,Medium,1,6,0,7.5,1,87.7
3744,16,Female,Public,16.5,84.8,90.2,Master,Medium,1,10,0,5.9,0,92.2
3745,17,Female,Private,19.0,95.9,72.6,High School,High,1,2,0,7.7,1,88.8
3746,16,Female,Public,4.7,77.3,70.1,Master,Low,1,13,1,7.2,1,63.9
3747,16,Female,Private,16.6,85.9,58.5,Bachelor,Medium,4,12,0,5.9,1,71.5
3748,17,Male,Private,16.1,72.7,81.6,Master,High,3,9,0,5.9,0,86.2
3749,17,Male,Public,23.3,88.9,100.0,PhD,Low,3,10,1,9.0,0,100.0
3750,19,Male,Public,7.4,98.4,72.3,High School,Medium,2,11,0,7.7,1,80.6
3751,16,Female,Public,22.8,83.8,80.4,Bachelor,Medium,3,10,0,6.5,1,99.1
3752,18,Female,Public,15.4,83.8,68.4,Master,Low,2,8,0,6.3,1,71.2
3753,17,Male,Public,17.4,88.5,59.6,Bachelor,Low,1,12,0,7.0,1,91.7
3754,19,Female,Private,23.4,98.8,80.2,High School,Medium,0,5,0,7.3,1,100.0
3755,18,Male,Public,17.8,87.4,75.3,High School,Medium,3,8,1,5.4,1,84.8
3756,16,Male,Public,17.0,99.7,46.4,Bachelor,Medium,3,4,0,6.9,1,92.3
3757,19,Female,Public,16.2,95.9,94.3,High School,Medium,1,11,0,4.5,1,90.2
3758,17,Male,Private,12.6,93.9,80.0,High School,Medium,1,10,0,7.0,1,86.4
3759,18,Female,Public,14.9,65.1,75.9,Bachelor,Medium,3,5,1,8.7,0,88.3
3760,17,Male,Public,11.4,91.8,69.9,High School,Medium,1,9,0,5.4,1,85.9
3761,16,Female,Public,14.8,93.8,79.9,High School,Medium,3,10,1,6.8,1,100.0
3762,18,Female,Public,3.3,87.3,80.4,High School,Medium,0,9,0,6.7,0,70.2
3763,16,Male,Private,17.1,94.0,79.8,Master,Medium,5,9,0,5.7,1,88.3
3764,16,Female,Private,14.4,92.2,87.8,High School,Low,0,10,0,6.5,1,95.5
3765,19,Male,Public,13.3,84.6,90.5,Master,Low,2,5,0,5.4,1,80.1
3766,17,Male,Public,16.1,98.7,99.1,Master,Medium,3,8,1,5.8,1,100.0
3767,18,Male,Public,7.8,95.4,65.0,Bachelor,High,5,8,0,7.2,1,66.0
3768,16,Female,Public,24.6,89.3,68.1,High School,High,0,3,0,7.5,1,100.0
3769,16,Male,Public,14.5,81.0,79.3,Master,Medium,5,8,0,6.6,0,91.6
3770,18,Male,Public,14.3,95.4,65.7,Bachelor,Medium,0,12,1,8.6,1,100.0
3771,16,Male,Public,10.2,63.0,67.6,High School,Low,4,10,0,7.9,1,66.7
3772,19,Male,Private,15.1,88.1,80.7,Bachelor,Medium,5,3,0,9.4,1,98.6
3773,19,Female,Public,21.9,90.6,85.8,High School,Medium,0,8,0,6.9,1,100.0
3774,19,Male,Private,20.2,99.1,90.3,Bachelor,Medium,2,6,0,5.7,0,100.0
3775,19,Male,Public,19.3,90.5,72.7,Bachelor,High,0,8,0,6.8,1,100.0
3776,16,Male,Public,17.7,97.0,80.6,Bachelor,Low,1,3,0,9.4,1,89.8
3777,18,Male,Private,13.2,96.3,77.9,Bachelor,Medium,4,11,0,5.8,1,77.0
3778,18,Female,Public,7.7,97.5,75.2,PhD,Medium,3,9,0,8.0,1,73.0
3779,18,Male,Public,14.0,83.3,65.2,Bachelor,Low,2,9,0,5.8,1,63.7
3780,18,Female,Public,13.8,99.4,63.7,Bachelor,Medium,5,7,1,6.6,1,68.3
3781,17,Male,Public,20.2,96.0,83.0,Master,Medium,5,6,1,6.4,1,99.2
3782,18,Male,Private,16.5,95.1,65.0,Bachelor,Medium,0,13,0,5.9,1,87.6
3783,17,Female,Private,23.1,70.1,53.7,Bachelor,Low,3,11,0,7.9,1,84.2
3784,17,Male,Public,21.0,99.5,74.6,Master,Medium,0,7,1,8.7,1,97.2
3785,19,Female,Public,12.7,94.1,92.5,Master,High,4,7,0,8.1,1,100.0
3786,17,Female,Public,6.0,93.4,41.5,Bachelor,Medium,3,5,1,7.0,1,54.3
3787,16,Male,Public,21.9,96.6,71.5,High School,Medium,1,7,0,5.2,1,76.5
3788,17,Male,Public,21.8,90.4,83.1,Bachelor,Medium,5,7,0,7.2,1,86.1
3789,19,Female,Public,8.2,99.6,53.1,Bachelor,Low,1,9,0,7.8,1,81.4
3790,17,Male,Public,22.5,91.0,72.4,Bachelor,High,5,6,0,6.9,1,93.1
3791,16,Male,Public,16.9,73.2,61.3,High School,Low,3,9,0,8.6,0,91.9
3792,16,Male,Public,15.8,84.4,62.9,Bachelor,High,1,12,0,6.8,1,89.0
3793,16,Male,Public,23.1,83.8,70.2,Bachelor,Low,2,7,0,6.3,1,76.5
3794,19,Female,Public,21.7,72.6,61.5,High School,Low,5,11,1,8.2,0,93.6
